source,prediction,reference,bleu
"die polizei ruft zeugen auf, nachdem eine frau in den frühen morgenstunden am donnerstag bei einem vermutlichen selbstmord von mehreren fahrzeugen auf einer autobahn überfahren wurde.",the police are witnessing a woman in the early morning,police are appealing for witnesses after a woman was run over by several vehicles on a motorway in the early hours of thursday in an apparent act of suicide.,0.023
der vorfall ereignete sich auf der a1 in der nähe von morges im kanton waadt kurz nach mitternacht.,the incident was at the time of a,the incident happened on the a1 near morges in the canton of vaud just after midnight on thursday.,0.02
"eine frau legte sich im dunklen in einem akt der verzweiflung auf die straße und wurden von mehreren autos getroffen, sagte die polizei in waadt aus.",a woman was a dark in an act of despair,"a woman lay down in the dark on the road in a desperate act and was hit by several vehicles, vaud police said in a statement.",0.0123
"es ist offensichtlich, dass sich eine schweizerin im alter von 49 jahren, die von mehreren fahrzeugen, einschließlich eines lastwagens, überfahren wurde, selbst töten wollte.",it is obvious that a swiss was killed in the,"clearly looking to kill herself, the victim, a swiss woman aged 49, was hit by several vehicles including a lorry.",0.0195
sie verstarb noch vor ort.,it is still in place.,she died at the scene.,0
"mehrere fahrer wurden bereits vernommen, doch einige sind noch immer nicht identifiziert worden, sagte die polizei, die diese sowie jeden zeugen des vorfalls dazu auffordert, sich zu melden.","several drivers have already been heard,","several of the drivers involved have already been interviewed but some are still unidentified, said police, who are calling for them and anyone else who witnessed the incident to come forward.",0.0036
"es wurde ein ermittlungsverfahren eröffnet, was ein logischer schritt in einer solchen situation ist, teilte gilles hofstetter dem le tribune de geneve mit.","a investigation procedure opened, which is a","a criminal investigation has been opened, a logical step in a situation like this, lawyer gilles hofstetter told le tribune de geneve.",0.0055
"es bleibt jedoch abzuwarten, ob einer der fahrer angezeigt werden wird.","however, it remains to be hoped that one",however it remains to be seen if any of the drivers involved will face charges.,0.1441
"das ist etwas, was der staatsanwalt entscheiden muss, sagte hofstetter.","this is something that the public prosecutor must decide,","thats what the prosecutor must determine, said hofstetter.",0.0561
"zwei ähnliche fälle in den letzten fünf jahren zeigen, dass die fahrer nicht zur verantwortung gezogen werden.",two similar cases in recent five years show that,two other similar cases in the past five years suggest that drivers will not be held responsible.,0.0667
"in jedem der beiden fälle - bei denen eine person im dunklen auf der autobahn lief - wurde entschieden, dass die autofahrer nicht davon ausgehen müssen, dass eine fußgänger mitten in der nacht auf der autobahn läuft, wie es in der zeitung hieß.",in each of the two cases - where a person,"in each case - both of which involved a person walking on the motorway in the dark - it was judged that motorists cannot expect to come across a pedestrian on the motorway in the middle of the night, said the paper.",0.0033
"letztes jahr wurde eine polizistin der fahrlässigen tötung freigesprochen, nachdem sie einen mann überfahren und getötet hatte, der im august 2014 eines nacht auf der a1 in der nähe von payerne lag.","last year, a police was banned by the ab",last year a police officer was acquitted of causing death by negligence after she hit and killed a man who was lying on the a1 near paynerne one night in august 2014.,0.0052
"das 22-jährige opfer hatte getrunken und ist auf der straße bewusstlos geworden, vernahm das gericht.",the 22-year victim has been killed and,"the 22-year-old victim had been drinking and had passed out on the road, the court heard.",0.0129
"das gericht stellte fest, dass die polizistin -- die auf einen notruf geantwortet hatte -- auf eine gerechtfertigte art und weise fuhr und, dass die anwesenheit eines mannes auf der straße eine vollkommen außergewöhnliche und unvorhersehbare situation war, sagte der richter.",the court stated that the police were a special call,"the court found that the policewoman -- who was responding to an emergency call -- was driving in a manner that was justified and that the presence of a man on the road was a completely exceptional and unpredictable situation, the judge said.",0.0026
"jeder, der weitere informationen zu dem vorfall am donnerstag in der nähe von morges hat, sollte sich bei der polizei unter der nummer 021 644 83 46 oder 021 644 44 44 melden.",everyone who has further information on thursday on,anyone with information about thursdays incident near morges should call police on 021 644 83 46 or 021 644 44 44.,0.0065
nasa klimamodell: venus war einst bewohnbar,neither we have seen the climate in the,nasa climate model: venus was once habitable,0.0278
die venus war laut den projektionen eines neuen nasa klimamodells wahrscheinlich einst bewohnbar.,the ventus was probably then-g,"venus was likely once habitable, according to the projections of a new nasa climate model.",0.0086
"wissenschaftler am goddard institute for space studies der nasa entwickelten ein modell, um die vergangenheit der venus anhand von tools und algorithmen zu entdecken, die denen von klimaforschern ähneln.",women in the goddard institute for,scientists at nasas goddard institute for space studies developed a model to explore venus past using tools and algorithms similar to those employed by climate scientists.,0.0072
"das modell wurde entworfen, um zu bestimmen, ob die venus mit ihrer heißen, wasserlosen oberfläche und co2-dichten atmosphäre einst erdähnliche bedingungen aufgewiesen haben könnte.",the model was raised to determine whether the vent,"the model was designed to determine whether or not venus, with its hot, water-less surface and co2-chocked atmosphere, might have once hosted earth-like conditions.",0.0377
"wissenschaftler haben zuvor darauf hingedeutet, dass die langsame umdrehung der venus durch ihre dichte atmosphäre erklärt werden könnte.",it is evident that the slow-down,scientists have previously suggested that venus slow rotation rate is explained by its thick atmosphere.,0.0108
"aber die neueste simulation deutet darauf hin, dass die venus eine dünne, erdähnliche atmosphäre gehabt haben könnte und sich dennoch langsam weiterdrehte.","but the latest, however, is that vent","but the latest simulation suggests venus could have boasted a thin, earth-like atmosphere and still spun slowly.",0.0167
das modell beleuchtete auch die topographie der frühen venus.,the model also gave the top-up of early,the model also looked at the topography of early venus.,0.1409
