source,prediction,reference,bleu
es gibt keine bessere art dies zu gewinnen.,there is no better way to win this. is no longer is a better way to gain. is no longer then then is a,theres no better way to win it.,0.1473
"nach dem triumph 2012 an der seite kennys und hoys gab hindes zu, dass er nach einem schwachen start absichtlich auf die bahn fiel.","after 2012, the triumph of keys and hoys hindes, he was guilty of the railways after a weak start. is a very long time it was in the","after triumphing at london 2012 alongside kenny and hoy, hindes admitted to deliberately falling to the track following a poor start.",0.01
er zog diese aussage später zurück und es kam kein einspruch von englands rivalen.,he had said that later and it did not appeal from england. is a matter is a matter of england. is a,he later retracted the comment and there was no method of appeal from britains rivals.,0.0242
bei so einem überragendem sieg gab es dieses mal kein solches problem.,"this time, for a very much-needed victory, has not been a problem. is now then the commission is not doing so.",there was no such issue this time around in a supreme victory.,0.0109
hindes sagte: es fühlt sich mit den ganzen gb flaggen auf der tribüne wie london an.,hindes said: it is a view of the whole of the single-hull flag at the gallery like london. is a single single-de,"hindes said: it felt like london, with all the gb flags in the stand.",0.0511
wir sind in den letzten drei monaten als team zusammengekommen.,we have met the team over the last three months. is a success in the european union. is a good thing is a matter of fact.,we all as a team came together in the last three months.,0.1156
"wir sind bei so vielen welttiteln so schlecht weggekommen, dass es unglaublich war, wieder bei der olympiade zu gewinnen.","we have been so badly in so many world, so many of us have been the incredible way to win the end of the world. is a","weve been losing out on so many world titles, so to win the olympics again is just amazing.",0.0489
"das ist ein ereignis, eine goldmedaille für die nation, die sieben von 10 titeln sowohl in peking als auch in london gewonnen wurden.","this is an event, a goldmed for the nation, which was won by 10 titcks both in beijing and in london. is a country that is not","that is one event, one gold medal for the nation which won seven out of 10 track titles in both beijing and london.",0.031
"wenn das ein barometer unseres fortschritts in den letzten fünf monaten ist, dass erwarten uns erfolgreiche fünf tage im velodrom.",if the barometers of our progress in recent five months are expected to be successful in velodrom. is a success in the past five days in the european,"if that is a barometer of the progress made in the last five months, then a successful five days in the velodrome awaits.",0.1299
"mit der form kennys ist es im bereich des möglichen, dass er hoys sieg von drei olympischen goldmedaillen in einem wettbewerb wiederholt.",the form of keys is the possible thing that he has repeatedly repeatedly been victory by three olympic goldmed in competition. is a european union s s form of the whole.,"with the form kenny demonstrated, it is not beyond the realms of possibility to imagine him repeating hoys feat of winning three olympic golds in one games.",0.0221
"das würde für kenny - der genau 12 jahre jünger als hoy ist, der ebenfalls am 23. märz geboren wurde (ein anscheinend heiliges datum für den britischen sport; an dem tag wurden auch steve redgrave, mo farah und roger bannister geboren) - eine ausbeute von sechs goldmedaillen und einer silbermedaille bedeuten.","the commission was born in march (some of the day, which was born in march, a figure of six goldmed and a very long-term-off, was also removed, too,"," see kenny - who is exactly 12 years younger than hoy, who is also born on 23 march (that seemingly sacred date in british sport which is also the birthday of steve redgrave, mo farah and roger bannister) - take his tally to six gold medals and one silver.",0.0055
das käme der von hoy gleich.,this would be the same by hoy. is the same time. is a matter is a matter of the same time.,that would be the same as hoys.,0.1137
"kenny nimmt als nächstes im sprint teil, der heute beginnt und über drei tage gehen wird.",kenny is next part of the next part that will begin today and will go over three days. is now the commission is now a matter of,"kenny next competes in the sprint, which begins on today and plays out over three days.",0.0489
der 28-jährige aus bolton sagte: ich genieße dies nur für den moment.,the 28-year-old from bolton said: i enjoy this only for the moment. is a moment.,the 28-year-old from bolton said: im just enjoying this one for now.,0.2676
das team-ereignis ist immer am besten.,the team event is always the best. is a one is a team. is a good thing. is,the team event is always the best.,0.327
man kann es mit seinen kollegen gewinnen.,we can win it with his colleagues. is a matter is a matter of the european union. is a matter of the european union,you get to win it with your mates.,0.0392
"es fühlt sich etwas einsam an, alleine zu gewinnen.",it is a bit more likely to win alone. is a matter is a great deal of a great deal of time.,its a bit lonely winning on your own to be honest.,0.0203
"hindes sagte: wenn er zwei weitere goldmedaillen gewinnt, sollte er zum ritter geschlagen werden.","hindes said that if he is moving two further gold-hulled, he should be put to the amendment. is a matter","hindes said: if he wins another two gold medals, he should get a knighthood.",0.0331
"es war der einzige medaillenwettbewerb des tages, aber es gab weitere gute nachrichten für england.","it was the only coin of the day, but there were further good news for england. is a single day, then then is the","it was the days only medal event, but there was further good news for britain.",0.163
"sir bradly wiggins, ed clancy, steven burke und owain doull qualifizierten sich mit der schnellsten leistung im vierer-vier-kilometerrennen.","sir bradly wigins, edancy, steven burke and mr doull qualified qualified qualified in the four-four-four kilometres. is the","sir bradley wiggins, ed clancy, steven burke and owain doull qualified fastest in the four-man, four-kilometres team pursuit.",0.0812
